,Arvore,Random forest,KNN,Rede neural
0,0.9573066955834315,0.960623916348268,0.9625026855838399,0.9651055896128349
1,0.9568174243234968,0.9608000438904019,0.9612012506132513,0.9648511631189383
2,0.95749260671232,0.9612403868753157,0.961465439628397,0.9651055739094581
3,0.9573066990305144,0.9615339603555338,0.961465459927884,0.9659275698490336
